"Link","Author Keywords","Index Keywords"
"https://www.scopus.com/pages/publications/85061363661?origin=resultslist","","Decision trees; Forecasting; Heuristic methods; Local search (optimization); Personnel training; Support vector machines; Chaotic local searches; Classification accuracy; Correlation coefficient; Intention predictions; Planning and development; Predictive modeling; Predictive performance; Sine-cosine algorithm; Students"
"https://www.scopus.com/pages/publications/85047215600?origin=resultslist","Congestion management; decentralized optimization; optimal power flow; transmission switching","Acoustic generators; Electric lines; Electric load flow; Electric power system interconnection; Electric utilities; Matrix algebra; Switches; Congestion management; Decentralized optimization; Indexes; Load flow; Optimal power flows; Security; Transmission line matrix methods; Transmission switching; Electric power transmission"
"https://www.scopus.com/pages/publications/85062805826?origin=resultslist","Metaheuristics; Multi-objective optimization; Optimization; Optimization techniques; Pathfinder algorithm","Benchmarking; Heuristic algorithms; Heuristic methods; Multiobjective optimization; Optimization; Pareto principle; Particle swarm optimization (PSO); Artificial bee colonies; Meta heuristic algorithm; Meta heuristics; Multi-objective problem; Optimization problems; Optimization techniques; Pareto optimal solutions; Pathfinder algorithm; Problem solving"
"https://www.scopus.com/pages/publications/85062873872?origin=resultslist","dangerous goods transport; distributed control; dual decomposition; Inventory systems; logistics; virtual power utilities","Distributed parameter control systems; Inventory control; Logistics; Stochastic systems; Dangerous goods transports; Distributed control; Dual decomposition; Inventory systems; Virtual power; Freight transportation"
"https://www.scopus.com/pages/publications/85053459902?origin=resultslist","","Iran; Lorestan; Apoidea; Decision making; Forecasting; Fuzzy neural networks; Fuzzy systems; Groundwater; Groundwater resources; Inference engines; Land use; Lithology; Location; Mapping; Particle swarm optimization (PSO); Adaptive neuro fuzzy inference systems (ANFIS); Adaptive neuro-fuzzy inference system; Area Under the Curve (AUC); Artificial intelligence methods; Invasive weed optimization; Meta-heuristic optimizations; Topographic wetness index; Wilcoxon signed rank test; algorithm; artificial intelligence; land cover; land use; optimization; prediction; roughness; spring (hydrology); terrain; water resource; weed; Fuzzy inference"
"https://www.scopus.com/pages/publications/85044763839?origin=resultslist","Active-reactive reverse power flow; Mixed-integer nonlinear programming (MINLP); Real-time active-reactive optimal power flow (RT-AR-OPF); Wind power curtailment","Acoustic generators; Electric load dispatching; Electric load flow; Integer programming; Nonlinear programming; Reactive power; Stochastic systems; Wind power; Active-reactive reverse power flow; Mixed-integer nonlinear programming; Optimal power flows; Real- time; Real-time active-reactive optimal power flow; Reconciliation algorithms; Reverse Power flows; Time-optimal; Wind power curtailments; algorithm; feasibility study; forecasting method; linear programing; operations technology; optimization; power plant; prediction; real time; wind power; Table lookup"
"https://www.scopus.com/pages/publications/85066736097?origin=resultslist","Large-scale power systems; LASSO algorithms; Machine learning; Shrinkage methods; Sparsity; Transient stability boundary","Frequency stability; Learning systems; Machine learning; Regression analysis; Soft computing; Transients; Boundary characteristics; Large-scale power systems; Machine learning techniques; Reduced complexity; Shrinkage methods; Sparsity; Transient stability boundary; Variable selection; Learning algorithms"
"https://www.scopus.com/pages/publications/85059481146?origin=resultslist","","Algorithms; Databases as Topic; Glomerular Filtration Rate; Kidney; Time Factors; Water Quality; article; artificial neural network; controlled study; excretion; glomerulus filtration rate; human; imitation; kidney function test; prediction; time series analysis; water quality; algorithm; data base; glomerulus filtration rate; kidney; physiology; time factor"
"https://www.scopus.com/pages/publications/85067093206?origin=resultslist","Electric vehicle supply equipment (EVSE); Micro-combined heat and power (micro-CHP) system; Photovoltaics (PV); Real coded genetic algorithm (RCGA); Smart home (SH)",""
"https://www.scopus.com/pages/publications/85035137793?origin=resultslist","Large-scale optimization; numerical algorithms; power systems; semidefinite programming; tree decomposition","Acoustic generators; Benchmarking; Computational complexity; Control theory; Decision making; Decision theory; Eigenvalues and eigenfunctions; Electric load flow; Functions; Mathematical programming; Numerical methods; Optimization; Site selection; Standby power systems; Trees (mathematics); Algorithm design and analysis; Alternating direction method of multipliers; Convergence; Convex functions; Eigenvalue decomposition; Matrix decomposition; Optimal power flow problem; Semi-definite programming; Graph theory"
"https://www.scopus.com/pages/publications/85091284362?origin=resultslist","",""
"https://www.scopus.com/pages/publications/85081573256?origin=resultslist","Genetic algorithm; Meta-learning; Power flow; Power system simulation; SVM; Voltage stability assessment","Complex networks; Electric load flow; Electric power system stability; Genetic algorithms; Learning systems; Support vector machines; Dynamic stability assessment; Metalearning; Optimal solutions; Power flows; Power system simulations; Support vector machine (SVMs); Tangent vectors; Voltage stability assessment; Electric power system protection"
"https://www.scopus.com/pages/publications/85115706496?origin=resultslist","",""
"https://www.scopus.com/pages/publications/85136852196?origin=resultslist","",""
"https://www.scopus.com/pages/publications/85055108452?origin=resultslist","High-resolution; Irradiance modeling; Non-Gaussian; Stochastic","Oregon; United States; Budget control; Electric power transmission networks; Gaussian noise (electronic); Nuclear reactors; Optimization; Remote sensing; Solar energy; Solar radiation; Stochastic systems; Generalized linear model; High resolution; Non-Gaussian; Radiation monitoring; Stochastic; Stochastic optimizations; Surface radiation budget networks; Temporal correlations; algorithm; downscaling; Gaussian method; irradiation; photovoltaic system; remote sensing; resolution; solar radiation; stochasticity; Solar power generation"
"https://www.scopus.com/pages/publications/85072810694?origin=resultslist","",""
"https://www.scopus.com/pages/publications/85067629118?origin=resultslist","Gaussian fuzzy index; High voltage transmission system; Power System Security; Security Prediction","Failure analysis; Forecasting; Losses; Motion compensation; Nearest neighbor search; Outages; Pattern recognition; Power quality; Sales; Transmissions; Degree of reliability; Fuzzy indexes; High voltage transmissions; K-nearest neighbors; Operations planning; Overall accuracies; Power system security; Renewable sources; Electric power transmission"
"https://www.scopus.com/pages/publications/85051652443?origin=resultslist","Image segmentation; Kapur’s entropy; Meta-heuristic; Moth swarm algorithm; Multilevel thresholding","Heuristic algorithms; Heuristic methods; Numerical methods; Optimization; Image processing technique; Meta heuristic algorithm; Metaheuristic; Multilevel thresholding; Multilevel thresholding image segmentations; Numerical experimental; Segmentation results; Swarm algorithms; Image segmentation"
"https://www.scopus.com/pages/publications/85048484950?origin=resultslist","AC-DC networks; Differential evolution; Modified adaptive differential evolution; Optimal power flow; Power system security","Acoustic generators; DC power transmission; Electric load flow; Energy transfer; Evolutionary algorithms; Optimization; Power converters; Power electronics; Adaptive differential evolutions; DC networks; Differential Evolution; Optimal power flows; Power system security; Electric power transmission networks"
"https://www.scopus.com/pages/publications/85081106515?origin=resultslist","Bacterial foraging optimization (BFO) method; Dance bee colony optimization (DBCO) method; Economic load dispatch(ELD); Electro magnetism based PSO algorithm (EMPSO); Genetic algorithm (GA); Ramp rate constriction factor based particle swarm optimization(RRCPSO)","Computer programming; Constraint theory; Cost functions; Electric load dispatching; Electric power plant loads; Electric power system economics; Genetic algorithms; Machine learning; Magnetism; Nonlinear programming; Numerical methods; Particle swarm optimization (PSO); Soft computing; Tabu search; Bacterial foraging optimizations (BFO); Bee colony optimizations; Constriction factor; Economic load dispatch; PSO algorithms; Heuristic methods"
"https://www.scopus.com/pages/publications/85061810624?origin=resultslist","Differential Evolution (DE); Global optimization; Swarm intelligent; Whale Optimization Algorithm (WOA)","Chaotic systems; Global optimization; Heuristic methods; Lyapunov methods; Differential Evolution; Differential evolution algorithms; Foraging behaviors; Initial population; Opposition-based learning; Optimal solutions; Optimization algorithms; Swarm intelligent; Evolutionary algorithms"
"https://www.scopus.com/pages/publications/85086450435?origin=resultslist","Classification algorithms; Email spam; Feature selection; Metaheuristic algorithm; Rotation forest; Whale optimization algorithm","Electronic mail; Forestry; Optimization; Rotation; False positive; Feature selection methods; Meta-heuristic optimizations; Misclassifications; Optimization algorithms; Rotation forests; Salient features; Spam filtering technique; Feature extraction"
"https://www.scopus.com/pages/publications/85063739784?origin=resultslist","Brainstorm optimization; Hardware/software partitioning; Swarm intelligence",""
"https://www.scopus.com/pages/publications/85064010880?origin=resultslist","Behavioral analytics; Date proximity; Demand response; Knowledge based systems; Priority index; Similar day; Stackelberg game",""
"https://www.scopus.com/pages/publications/85085534388?origin=resultslist","","Data Analytics; Data visualization; Economics; Electric power system economics; Electric power system planning; Large dataset; Predictive analytics; Smart power grids; Communication technologies; Disruptive innovations; Future research directions; Operational integration; Power grid technology; Power system planning; Situational awareness; State-of-the art reviews; Electric power transmission networks"
"https://www.scopus.com/pages/publications/85063563282?origin=resultslist","Logistic regression; Machine learning; Power systems; Random forest","Data Analytics; Decision trees; Electric load flow; Equations of state; Frequency domain analysis; Learning systems; Machine learning; Phasor measurement units; Standby power systems; State estimation; Time domain analysis; Topology; Continuous monitoring; Dynamic characteristics; Estimation Equations; Logistic regressions; Machine learning approaches; Multiple line outages; Phasor measurement unit (PMUs); Random forests; Outages"
"https://www.scopus.com/pages/publications/85065016714?origin=resultslist","ANFIS; Artificial neural networks (ANN); Big data; Blockchain; Decision tree (DT); Deep learning; Energy demand; Energy informatics; Energy systems; Ensemble; Forecasting; Hybrid models; Internet of things (IoT); Machine learning; Neuro-fuzzy; Prediction; Remote sensing; Renewable energy systems; Smart sensors; Support vector machines (SVM); Wavelet neural network (WNN)","Big data; Blockchain; Decision trees; Energy efficiency; Energy management; Forecasting; Fuzzy inference; Fuzzy neural networks; Internet of things; Learning systems; Machine learning; Neural networks; Remote sensing; Smart sensors; Solar energy; Support vector machines; Trees (mathematics); Wind power; ANFIS; Energy demands; Energy informatics; Energy systems; Ensemble; Hybrid model; Internet of Things (IOT); Neuro-Fuzzy; Renewable energy systems; Wavelet neural networks; Deep learning"
"https://www.scopus.com/pages/publications/85084258839?origin=resultslist","Day ahead; Energy management; Forecasting; Multi objective scheduling; Optimization; PV generator","Costs; Electric energy storage; Energy management; Hybrid systems; Cost of energies; Day-ahead; Energy productions; Islanded mode; Laboratory buildings; Microgrid; Multi-objective scheduling; Optimisations; PV generators; Storage systems; Scheduling"
"https://www.scopus.com/pages/publications/85060801260?origin=resultslist","Convex relaxation; Demand Response (DR); DistFlow equations; Second-order cone programming (SOCP)","Acoustic generators; Housing; Numerical methods; Relaxation processes; Scheduling; Convex relaxation; Demand response; DistFlow equations; Electrical appliances; Operational constraints; Optimal power flows; Power flow equations; Second-order cone programming; Electric load flow"
"https://www.scopus.com/pages/publications/85066440191?origin=resultslist","linearization; photovoltaic system; power flow optimization; real-time control; Renewable energy","Convex optimization; Electric network analysis; Linearization; Photovoltaic cells; Quadratic programming; Real time control; Convex optimization problems; Dynamic system control; Photovoltaic inverters; Photovoltaic systems; Power flow optimizations; Quadratic programming model; Renewable energies; State-of-the-art scheme; Electric load flow"
"https://www.scopus.com/pages/publications/85203019604?origin=resultslist","dynamic power curve; MILP; optimal dispatch model; renewable energy; Virtual integrated energy system",""
"https://www.scopus.com/pages/publications/85060775916?origin=resultslist","Decentralized optimization; Iterative ADMM; Multi-area power system; Optimal transmission switching","Electric power transmission; Light transmission; Alternating direction method of multipliers; Binary variables; Decentralized optimization; Iterative ADMM; Lagrange functions; Multi area power systems; Optimal transmission; Solution techniques; Iterative methods"
"https://www.scopus.com/pages/publications/85061063332?origin=resultslist","Aggregator; DER; direct control; indirect control; renewable energy sources; Robust model predictive control","Electric power systems; Electric power transmission networks; Hierarchical systems; Natural resources; Optimization; Renewable energy resources; Robust control; Smart power grids; Stochastic systems; Aggregator; Direct control; Indirect control; Renewable energy source; Robust model predictive control; Model predictive control"
"https://www.scopus.com/pages/publications/85048513360?origin=resultslist","Ancillary service; data-mining; electricity market design; reserve policies; scheduling models; uncertainty","Commerce; Data mining; Electric power transmission; Gas generators; Mathematical models; Production; Random processes; Reliability; Stochastic systems; Uranium compounds; Ancillary service; Critical generators; Data mining algorithm; Electricity market design; Scheduling models; Security constrained unit commitment; Transmission constraint; Uncertainty; Stochastic models"
"https://www.scopus.com/pages/publications/85066624166?origin=resultslist","Global Optimization; Optimization; Swarm Intelligent Optimization; Teaching-Learning-Based Optimization (Tlbo)","Benchmarking; Global optimization; Learning systems; Optimization; Benchmark functions; Faster convergence; Global optimization problems; Global search ability; Optimization algorithms; Swarm intelligent; Teaching-learning; Teaching-learning-based optimizations; Learning algorithms"
"https://www.scopus.com/pages/publications/85076510775?origin=resultslist","Forecasting methods; Machine learning; O & M management; Solar photovoltaic","Forecasting; Learning systems; Manufacture; Photovoltaic cells; Solar concentrators; Construction costs; Forecasting accuracy; Forecasting methods; Management applications; PV power generation; Resource shortage; Solar photovoltaic power; Solar photovoltaics; Solar power generation"
"https://www.scopus.com/pages/publications/85061065511?origin=resultslist","Economic load dispatch; Emission dispatch; Multi-objective optimization; Multi-objective optimization algorithm based on GA (NSGA II)","Cost reduction; Electric load dispatching; Genetic algorithms; Heuristic algorithms; Nonlinear programming; Production control; Scheduling; Algorithm implementation; Economic Dispatch; Economic load dispatch; Emission dispatch; Meta heuristic algorithm; Non-linear optimization problems; NSGA-II; Production Planning; Multiobjective optimization"
"https://www.scopus.com/pages/publications/85058637681?origin=resultslist","accelerated ADMM; Adaptive ADMM; distributed OPF; residual balancing; two-point step size","Acceleration; Adaptive systems; Cost functions; Electric load flow; Electric power transmission; Energy resources; Gas generators; Accelerated ADMM; Adaptive ADMM; Convergence; Convex functions; Distributed OPF; Step size; Distributed computer systems"
"https://www.scopus.com/pages/publications/85073675261?origin=resultslist","","Climate models; Electric power transmission networks; Energy management systems; Forecasting; Fuzzy inference; Fuzzy logic; Regression analysis; Solar energy; Adaptive neural fuzzy inference system (ANFIS); Climatic conditions; Intelligent models; Meteorological parameters; Modelling techniques; Power forecasting; Smart grid applications; Statistical indicators; Smart power grids"
"https://www.scopus.com/pages/publications/85061581570?origin=resultslist","","Electric load flow; Numerical methods; Active distribution networks; Alternating direction method of multipliers; Convergence problems; Distributed generator (DGs); Distribution systems; Fixed point iteration; Micro-grid systems; Problem structure; Iterative methods"
"https://www.scopus.com/pages/publications/85055910329?origin=resultslist","Clustering; Collaborations; Community; Grouping; Nearly zero energy building","Clustering algorithms; Decision making; Clustering; Collaborations; Community; Computation complexity; Energy characteristics; Grouping; Optimal performance; Renewable energies; alternative energy; building; cluster analysis; complexity; computer simulation; model validation; optimization; performance assessment; Zero energy buildings"
"https://www.scopus.com/pages/publications/85030765349?origin=resultslist","inverse covariance matrix estimation; linearized distribution flow model; Maximum likelihood","Benchmarking; Complex networks; Covariance matrix; Data structures; Estimation; Functions; Inverse problems; Mathematical models; Maximum likelihood; Maximum likelihood estimation; Set theory; Smart meters; Covariance matrices; Flow model; Inverse covariance; Maximum a posteriori; Network topology; Optimal grid scheduling; Power distribution network; Statistical learning; Topology"
"https://www.scopus.com/pages/publications/85058899068?origin=resultslist","Distribution grid; error-in-varianbles; expectation maximization; joint estimation; line parameters; topology","Maximum principle; Measurement errors; State estimation; Time varying systems; Topology; Data-driven approach; Errors-in-variables (EIV) model; Expectation-maximization algorithms; Historical measurements; Measurement error models; New mathematical model; Optimization problems; Topology estimation; Parameter estimation"
"https://www.scopus.com/pages/publications/85057837243?origin=resultslist","expansion planning; harmonic loss; locational marginal pricing; offshore wind power; optimization","Computer software; Costs; Electric power system interconnection; Electric power transmission networks; Electric utilities; Functions; Harmonic analysis; Location; Offshore oil well production; Optimization; Scheduling; Electrical transients; Expansion planning; Harmonic loss; Locational marginal prices; Locational marginal pricing; Mathematical optimization model; Model and simulation; Off-shore wind power; Offshore wind farms"
"https://www.scopus.com/pages/publications/85050230173?origin=resultslist","Hadoop-based PQ analysis framework; modified adaptive-sorted neighborhood method; multi-hidden Markov model (MHMM); Power quality disturbance","Electric power transmission networks; Forecasting; Meteorology; Numerical methods; Personnel training; Power quality; Quality control; Trellis codes; Weather forecasting; Analysis frameworks; multi-hidden Markov model (MHMM); Neighborhood methods; Power quality disturbances; Predictive models; Voltage fluctuations; Hidden Markov models"
"https://www.scopus.com/pages/publications/85054667429?origin=resultslist","",""
"https://www.scopus.com/pages/publications/85051019238?origin=resultslist","Assignment problem; linearized power flow; mixed integer linear problem MILP; synthetic test cases","Combinatorial optimization; Electric impedance; Electric load management; Electric power transmission networks; Integer programming; Linearization; Problem solving; Reactive power; Testing; Topology; Assignment problems; Geography; Load flow; Load modeling; MILP; Power flows; Synthetic tests; Electric load flow"
"https://www.scopus.com/pages/publications/85054021195?origin=resultslist","Active distribution network (ADN); Aggregated resources of active distribution system (ARADS); Distributed energy resources (DERs); Energy storage system (ESS); Frequency control services (FCSs)","Data storage equipment; Electric load flow; Energy resources; Linear programming; Transmissions; Active distribution network (ADN); Active distribution systems; DC power flow models; Distributed Energy Resources; Energy storage systems; Expected load not served; Linear optimization problems; Transmission system operators; Electric power transmission"
"https://www.scopus.com/pages/publications/85056891233?origin=resultslist","Accelerative factor based spider monkey optimization; Nature-inspired algorithms; Spider monkey optimization algorithm; Swarm intelligence","Computer programming; Computer science; Benchmark functions; Comparative studies; Efficiency and reliability; Global conver-gence; Nature inspired algorithms; Slow convergences; Social systems; Spider monkey optimizations; Swarm intelligence"
"https://www.scopus.com/pages/publications/85073885757?origin=resultslist","","Decision making; Electric utilities; Decentralized decision making; Efficient resource allocation; Electricity distribution systems; Large amounts; Large-scale network; Proof of concept; Radial networks; Recursive algorithms; Resource allocation"
"https://www.scopus.com/pages/publications/85059613905?origin=resultslist","Groups identification; Mobility data; Semantic enrichment; Similar behaviors; Trajectory semantic","Semantics; Mobility datum; Semantic enrichment; Semantic information; Semantic similarity measures; Semantic trajectories; Similar behaviors; Spatial and temporal analysis; Tedious calculation; Trajectories"
"https://www.scopus.com/pages/publications/85077472709?origin=resultslist","Hybrid optimization method; Quadratic approximation (QA); Teaching learning based optimization (TLBO); Unconstrained optimization problem",""
"https://www.scopus.com/pages/publications/85070546144?origin=resultslist","Adaptive chaos differential evolution algorithm (ACDE); AIS sensor data; Support vector regression (SVR); Vessel trajectory prediction",""
"https://www.scopus.com/pages/publications/85052085304?origin=resultslist","Chance-constrained optimization; Multiplicative uncertainty; Risk management; Stochastic programming","Constrained optimization; Heuristic methods; Linear programming; Monte Carlo methods; Risk management; Stochastic programming; Stochastic systems; Asymptotically optimal; Chance-constrained optimizations; Multiplicative uncertainty; Mutually independents; Numerical experimentations; Sample average approximation; Sequential linear programming; Stochastic expression; Risk assessment"
"https://www.scopus.com/pages/publications/85058672363?origin=resultslist","Artificial intelligence; Distribution network; Energy storage system; Objective function","Artificial intelligence; Electric power distribution; Energy storage; Renewable energy resources; Energy storage systems; Future improvements; Literature reviews; Objective functions; Optimal allocation; Optimal placements; Renewable energy based generations; Renewable energy generation; Data storage equipment"
"https://www.scopus.com/pages/publications/85062411210?origin=resultslist","Block matching (BM); JAYA algorithm; Motion estimation (ME); Peak signal-to-noise-ratio (PSNR); Sum of absolute difference (SAD)","Benchmarking; Cost functions; Function evaluation; Health; Heuristic algorithms; Image coding; Image compression; Mean square error; Motion compensation; Optimization; Signal to noise ratio; Video signal processing; Approximation techniques; Block Matching; Block-based motion estimation; Mean of absolute differences; Peak signal to noise ratio; Structural similarity index measures (SSIM); Sum of absolute differences; Video compression standards; Motion estimation"
"https://www.scopus.com/pages/publications/85037742124?origin=resultslist","Dynamic line rating (DLR); Overhead line (OHL); State estimation (SE); Uncertainty propagation; Weighted least square (WLS)","Overhead lines; State estimation; Atmospheric conditions; Conductor temperature; Direct and indirect measurements; Dynamic line rating(DLR); Dynamic line ratings; Indirect measurements; Uncertainty propagation; Weighted least squares; Weather forecasting"
"https://www.scopus.com/pages/publications/85058033875?origin=resultslist","Cyber-physical systems; Security; Systematic mapping study","Automation; Embedded systems; Mapping; Process control; Application fields; Control perspective; Cyber physical systems (CPSs); Defense strategy; Related algorithms; Security; System components; Systematic mapping studies; Cyber Physical System"
"https://www.scopus.com/pages/publications/85061067800?origin=resultslist","Contingency analysis; line outage distribution factor; neural network; power flow; power system analysis","Electric load flow; Electric power system planning; Electric power transmission; Electric power transmission networks; Forecasting; Network architecture; Neural networks; Smart power grids; Time series; Approximation methods; Contingency analysis; Line outage distribution factors; Power flow calculations; Power flows; Power system analysis; Power system planning; Time-series simulation; Outages"
"https://www.scopus.com/pages/publications/85073517653?origin=resultslist","Active distribution network; Decentralized voltage control; Distributed generation; Firefly algorithm; Optimal settings",""
"https://www.scopus.com/pages/publications/85064099374?origin=resultslist","Distribution control loop; Electric grid; Electric power markets; Electricity supply; Energy infrastructure; Grid periphery; Net-Zero homes; Network-enabled physical devices; Open access; Smart grid technology; Transactive energy","Climate change; Decision making; Deregulation; Dynamics; Electric power distribution; Electric power system control; Electric power transmission networks; Electronic document exchange; Energy conservation; Energy management; Energy policy; Internet of things; Open access; Power markets; Renewable energy resources; Distribution control; Electric grids; Electric power markets; Electricity supply; Energy infrastructures; Grid periphery; Net-Zero homes; Physical devices; Smart Grid technologies; Transactive energy; Smart power grids"
"https://www.scopus.com/pages/publications/85061027386?origin=resultslist","","Energy resources; Iterative methods; Metals; Smart power grids; Actuation capability; Decentralized coordination; Distributed Energy Resources; Effective performance; Inter-dependencies; Optimal coordination; Steady state voltage; Voltage-controlled; Electric power transmission networks"
"https://www.scopus.com/pages/publications/85049312168?origin=resultslist","Economic dispatch; Emissions; Moth-flame optimization; Multi-objective optimization; Power loss; Valve-point effects","Lepidoptera; Biomimetics; Cost functions; Electric load dispatching; Scheduling; Economic Dispatch; Economic dispatch problems; Emission; Fuel cost; Generating unit; Moth-flame optimization; Multi-objectives optimization; Optimisations; Powerloss; Valve point effects; algorithm; benchmarking; comparative study; economic activity; emission; fuel consumption; numerical method; optimization; Multiobjective optimization"
"https://www.scopus.com/pages/publications/85061054967?origin=resultslist","Power systems; Preventive control; Sensitivity; Support vector machine; Transient stability","Control system stability; Electric load shedding; Electric power system control; Stability; Standby power systems; Support vector machines; Time domain analysis; Transients; Classification accuracy; Control variable; Generation redispatching; Preventive control; Sensitivity; Time-domain simulations; Transient stability assessment; Transient stability control; Vector control (Electric machinery)"
"https://www.scopus.com/pages/publications/85054010463?origin=resultslist","distributed optimization; electricity markets; Peer-to-peer; product differentiation; renewable energy integration","Commerce; Distributed computer systems; Electric load dispatching; Electric utilities; Energy policy; Finance; Hierarchical systems; Optimization; Power markets; Renewable energy resources; Scheduling; Distributed optimization; Peer to peer; Peer-to-peer computing; Power system dynamics; Product differentiation; Proposals; Renewable energy integrations; Peer to peer networks"
"https://www.scopus.com/pages/publications/85040330200?origin=resultslist","ADMM; Distributed algorithms; Integrated energy network; Natural gas; Optimal power flow; Synergy","Acoustic generators; Decision making; Electric load flow; Electronic data interchange; Natural gas; Parallel algorithms; ADMM; Alternating direction method of multiplier (ADMM); Energy networks; Optimal power flow problem; Optimal power flows; Optimization formulations; Synergistic operations; Synergy; Gases"
"https://www.scopus.com/pages/publications/85058695430?origin=resultslist","demand response; distributed framework; microgrid clusters; model predictive control; plug and play","Economic analysis; Economic and social effects; Electric load dispatching; Iterative methods; Scheduling; Auxiliary problem principle; Demand response; Distributed framework; Incentive-based demand response; Micro-grid systems; Microgrid clusters; Plug and play; Plug-and-play functionality; Model predictive control"
"https://www.scopus.com/pages/publications/85054627387?origin=resultslist","Adaptive consensus algorithm; Correlated equilibrium; Cyber-physical-social system; Distributed energy management; Parallel learning","Computation theory; Cyber Physical System; Embedded systems; Energy management; Heuristic algorithms; Learning systems; Microgrids; Optimization; Small-world networks; Consensus algorithms; Correlated equilibria; Distributed energies; Parallel learning; Social systems; algorithm; demand analysis; distribution system; energy balance; equilibrium; learning; local participation; optimization; preference behavior; Energy management systems"
"https://www.scopus.com/pages/publications/85056589807?origin=resultslist","Decentralized optimization; Electricity market; Networked microgrids; Renewable energy; Transactive energy control","Commerce; Costs; Electric load management; Mathematical models; Optimization; Power markets; Random processes; Collaboration; Decentralized optimization; Load modeling; Micro grid; Renewable energies; Transactive energy; Stochastic models"
"https://www.scopus.com/pages/publications/85061055930?origin=resultslist","Energy Storage System; Frequency Containment Reserve Power; Reinforcement Learning; SARSA","Approximation algorithms; Complex networks; Digital storage; Electric batteries; Electric load flow; Electric power system stability; Electric power transmission; Electric power transmission networks; Energy storage; Energy utilization; Housing; Learning algorithms; Machine learning; Photovoltaic cells; Power control; Reinforcement learning; Smart power grids; Solar energy; Battery energy storage systems; Energy storage systems; Frequency Containment Reserve Power; Photovoltaic power generation; Reinforcement learning control; Rule based control systems; SARSA; Transmission system operators; Electric power system control"
"https://www.scopus.com/pages/publications/85071461322?origin=resultslist","and Optimization; Asynchronous ADMM; Distributed energy management; Microgrid; Multi-agent system","Convex optimization; Electric power transmission networks; Energy management; Energy management systems; Energy resources; Iterative methods; Multi agent systems; Software agents; Alternating direction method of multipliers; Asynchronous ADMM; Communication delays; Convex optimization problems; Distributed energies; Distributed Energy Resources; Micro grid; Partial information; Smart power grids"
"https://www.scopus.com/pages/publications/85068438104?origin=resultslist","DBSCAN clustering; Feature selection; Gradient boosting decision tree; Line loss prediction; Low voltage distribution network","Anomaly detection; Decision trees; Electric power systems; Feature extraction; Forecasting; Project management; DBSCAN clustering; Economic operations; Gradient boosting; Line loss; Low voltage distribution network; Low-voltage distributions; Non-linear relationships; Number of components; Voltage distribution measurement"
"https://www.scopus.com/pages/publications/85073321572?origin=resultslist","",""
"https://www.scopus.com/pages/publications/85061026382?origin=resultslist","","Convex optimization; Electric load flow; Electric load management; Electric power transmission networks; Relaxation processes; Sales; Scheduling; Smart power grids; Alternating direction method of multipliers; Decentralized algorithms; Demand response programs; Distribution network operators; Nonconvex optimization; Online convex optimizations; Operational constraints; Semi-definite program (SDP); Approximation algorithms"
"https://www.scopus.com/pages/publications/85059096534?origin=resultslist","initial transmission sections; Karger method; key-line indicators; tie lines; transmission sections","Electric lines; Electric load flow; Electric power system control; Electric power systems; Electric power transmission; Numerical methods; Patient monitoring; Identification method; IEEE 118-bus system; Karger method; Numerical results; Operation of power system; Real time monitoring; Tie line; Transmission sections; Electric power transmission networks"
"https://www.scopus.com/pages/publications/85056457491?origin=resultslist","","Location; Multi agent systems; Vehicle-to-grid; Convergence rates; Evidential reasoning approaches; Multi-objective modeling; Operational efficiencies; Operational environments; Operational strategies; Optimal locations; Public electric vehicle; Electric power transmission networks"
"https://www.scopus.com/pages/publications/85035078075?origin=resultslist","Distributed algorithms; electric vehicle (EV); joint battery swapping; optimal power flow (OPF)","Aggregates; Charging (batteries); Data privacy; Electric load flow; Electric vehicles; Electronic mail; Industry; Mathematical models; Parallel algorithms; Relaxation processes; Scheduling; Secondary batteries; Solar cells; Alternating direction method of multiplier (ADMM); Battery swapping; Electricity generation cost; Generalized benders decompositions; Information exchanges; Operational constraints; Second-order cone programming; State of charge; Battery management systems"
"https://www.scopus.com/pages/publications/85055868885?origin=resultslist","Chance constraints; dynamic programming; linearly solvable MDP; Markov decision process; optimal power flow; spatio-temporal dual decomposition algorithm; TCL ensemble; thermostatically controlled loads; uncertainty","Acoustic generators; Cost effectiveness; Electric load flow; Electric load management; Energy resources; Heuristic algorithms; Iterative methods; Markov processes; Optimization; Reactive power; Uncertainty analysis; Voltage control; Computational model; Distributed Energy Resources; Dynamic programming methods; Integrated optimization models; Load modeling; Markov Decision Processes; Thermostatically controlled loads; Uncertainty; Dynamic programming"
"https://www.scopus.com/pages/publications/85058041189?origin=resultslist","distance-weighted; K-Nearest Neighbor; Moth-Flame Optimization; network intrusion detection","Data acquisition; Intrusion detection; Motion compensation; Nearest neighbor search; Classification accuracy; Classification precision; distance-weighted; K-nearest neighbors; Network intrusion detection; Network intrusion detection systems; Optimization algorithms; Weighted k-nearest neighbors; Learning algorithms"
"https://www.scopus.com/pages/publications/85063259769?origin=resultslist","Benchmark functions; Dragonfly algorithm; Improved Nelder–Mead algorithm; Multilayer Perceptron",""
